annotation	node1	node2	node3	relevant_node	expected	taxonomy	type	organism	tax_id
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Murine astrovirus	1141625
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Betacoronavirus	13		from_vog	Murine hepatitis virus	11138
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Betacoronavirus	13		from_custom_parser	Rat coronavirus Parker	502102
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_vog	PreXMRV-1	1038068
"Annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_vog	Moloney murine leukemia virus	11801
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_custom_parser	Friend murine leukemia virus	11795
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_custom_parser	Murine type C retrovirus	44561
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Murine mastadenovirus A	129956
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Murine mastadenovirus A	129956
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Murine adenovirus 2	931972
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Murine adenovirus 3	573199
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_vog	Murine osteosarcoma virus	11830
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Murray Valley encephalitis virus	11079
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Murrumbidgee virus	1406134
"None"	unassigned viruses	Muscavirus	Musca domestica salivary gland hypertrophy virus				from_vog	Musca domestica salivary gland hypertrophy virus	523909
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Barnaviridae	Barnaviridae	3		from_vog	Mushroom bacilliform virus	32625
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_vog	Mus musculus mobilized endogenous polytropic provirus	590745
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Murine polyomavirus strain BG				from_vog	Murine polyomavirus strain BG	179241
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Mus musculus polyomavirus 2				from_vog	Mus musculus polyomavirus 2	1891770
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium phage 20ES	1458726
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium phage 32HC	1445729
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Mycobacterium phage 39HC	1463809
